term,genes
Sox11,Aldh1l1;Synm;Ndufa13;Rarg;Ahcyl1;Plxnd1;Vldlr;Fnbp1l;Larp1b;Cyr61;Rph3a;Fads2;Samd14;Tmem147;Dbp;Ednrb;Lgals1;Mdk;Glipr2;Ctsl;Slc22a17;Tom1;Tnr;Arl6ip4;Anxa7;1700086o06rik;Gabarapl1;Stard7;Tpm3;Commd10;Arid5a;Irak3;Emp2;Rhof;Ifit3b;Bcs1l;Tmx2;Ppa2;Stim1;Ctdsp2;Aspg;Plin4;Pmp2;Tmem9;Ergic1;Macf1;Lrrc59;Ddc;Zfp869;Zfp703;Lrtm2;Kcna1;Cox5a;Fam129b;Sel1l3;Socs3;Sbno2;Ldha;Rras;Btbd1;Myo6;Ucp2;Mgat3;Susd4;Fam241a;Mapk3;Tmem86a;Fus;Ccdc190;Zbtb16;Vta1;Lgi3;Stat3;Mboat2;Eif2ak2;Mt1;Coq7;Sgpp1;Ptprd;Reep1;Sqle;Marcks;Cxcl12;Clcf1;Bcl3;Spry2;Alpl;Chpt1;Mafk;Rgl1;Ttll9;Cdc42se1;Rpl4;Slc35b2;Hip1;Ahnak;Slc43a3;Mvp;Ptprn;Tshz1;Amigo2;Prkag1;Osgep;Nln;Ptdss1;Mpz;Adora1;Lrig1;Ctnna1;Cdc37l1;Junb;Slc39a1;Ntsr2;Spen;Slc35a2;Brd2;Entpd6;Col23a1;Rfx3;Sdhc;Gng12;Fbxo31;Slc4a8;Dbndd2;Spcs2;Pfkl;Col5a3;Cd109;S100a6;Cd302;Mxra7;Fgfr1
Sox17,Ndufa13;Cuedc2;Slc44a1;Lamc1;Cyr61;1700025g04rik;Map1lc3b;Golga4;Gja1;Laptm4a;Chchd3;Ccnd2;Ctsl;Fth1;Hey2;Nfkbiz;Enpp2;Tmed2;Qk;Scd1;Junb;Kpna3;Tspyl2;Tle1;Mbnl2;Gpx3;Commd10;Slc39a10;Sdhc;Rpsa;Gab2;Fos;Slc39a14;Dnm1;Eef1a1;Ptp4a2;4930402h24rik;Carhsp1;Rcn2;Col4a2;Ndufs7;Tmem33;Sbds;Vamp1;Ank;Rtn2;Ddc;Zfp503;Cstf2t;Ptn;Zc3hav1;Cnn3;Tm9sf3;Sult1a1;Emg1;Mat2a;Sv2b;Mobp;Mbp;Fmc1;Snx5;Rpl41;Zbtb16;Gng12;Cp;Sqle;Cops6;Snrk;Marcks;Gsta4;P4ha1;Stk25;Zyx;Thrsp;Vim;Dhcr7;Rgl1;Calm1;Bcl2l1;Bmpr1a
Sox2,Ifitm3;Midn;Tmem140;Nudt4;Sox2;Ndst1;Gja1;Laptm4a;Chchd3;Capn5;Kif5a;Tom1;Sirpa;Plce1;Lgals9;Hadh;Junb;Slc39a1;Tgm2;Tle1;Tpm3;Sdhc;Bcs1l;Eef1a1;Tmem135;Col4a2;Astn1;Cdc42se1;Slc1a4;Cnn3;Sult1a1;Socs3;Prdx2;Rras;Mobp;Bag1;Mbp;Cd14;Ndufv2;Ralgds;Mcl1;Gadd45b;Ephx2;Tnk2;Cidea;Eif2ak2;Fuz;Serpina3m;Mt1;Cyp51;Eif1;Bst2;Cops6;Reep5;Reep3;Bcl3;Amotl2;Sfxn1;Gnb5;Nf2;Calm1;Fgfr1;Bmpr1a;Ywhae;Rtp4;Rnf10;Rarg;Prkag1;Hspb1;Cyr61;Sgce;Eef2k;Mdk;Timp1;Scd1;Cic;Enoph1;Tpi1;Emp2;Rhof;Fos;Tapbp;Gprc5b;Ctdsp2;Irf1;Vamp1;Agpat5;Ddc;Ahnak;Cebpd;Saa3;Cox5a;Akap2;Gnai2;Camk2n1;Mgat3;Spp1;Lrig1;Msx1;Fmc1;Jam2;Mog;Stat1;Nr1h2;Cmtm5;Stat3;Sorbs1;Def8;Slc4a8;Marcks;Gsta4;Spry2;Vim;Ypel3;Gpr179;Fbxo2;Clip3;Cd109;Frem2;Zc3hav1;Dhrs7b;Them4;Gse1;Rasl10b;Idh2;Serpina3h;Fbxo31;Slc6a8;Hip1;Trim8;Myo18a;A4galt;Amt;Tmc7;Slc39a14;Cdc42ep1;Hlf;Cstf2t;Sbsn;Mapk4;Farp1;Asxl1;Nfasc;Plxnd1;Hjurp;Hr;Sat1;Fads3;Fads2;Golga4;Ccnd2;Synpo;Cavin1;Hmgn1;Chid1;Mamstr;Neat1;Carhsp1;Smo;Kctd10;Anapc4;Vdac2;Nupr1;Sqstm1;Tshz1;Zfp503;Coro1c;Sel1l3;Ldha;Btbd3;Apoh;Myo6;Abl1;S100a11;Iqsec1;Adi1;Etl4;Alpl;Nit1;Tmem9b;Bcl2l1;Pygb;Slc44a1;Arpc1b;Etfb;Atp5g1;Ppp1r9b;1700025g04rik;Glipr2;Dner;Nfkbiz;Dusp4;Gpx1;Pllp;Ampd3;Arhgef4;Angptl4;Slc25a5;Ergic1;Adcy2;Tm9sf3;Tmem205;Atoh8;Gbp2;Mapk3;Usp24;Sgpp1;Stxbp5l;Zyx;Tpt1;Col16a1;Steap4;Pros1;Plod2;Ifit1;Mylk;Ifit2;Lgals1;Fnta;Gabarapl1;Mbnl2;Ifrd1;Kctd1;Ppa2;Ifi27;Erf;Padi2;Mxra7;Atf4;Atp6v1a;Lxn;Usp54;Man2a2;Tspan6;Tppp;Tspan3;Snx5;Nipsnap2;Gng12;Qdpr;Sqle;Gjb2;Lcn2;Fxyd6;Rgl1;Itm2c;Vldlr;Tmem47;Akap13;Ctsl;Phgdh;Tead3;Atp6ap1;Tnfrsf12a;Gpx3;Bgn;Lsr;Gab2;Dnm1;Gap43;Irf7;Fjx1;Mgll;Ppard;Slc43a3;Mvp;Capg;Usp18;Tspan31;Srr;Sertad3;Ucp2;Nrip3;Gbp3;Egln2;Dbndd2;Znfx1;Myo1c;Lrg1;Psat1;Ahcyl1;Tinagl1;Hrct1;Ece2;Lgals3;Retreg2;Snapc2;Mpz;Fth1;Capn2;Adora1;Oasl1;Sun2;Entpd5;Urb1;Ifit3b;2210016f16rik;Asrgl1;4930402h24rik;Cttn;Ergic3;Ndufb10;Lrtm2;Agap3;Rnf7;Tns2;Tspan33;Clec3b;Galr3;Smyd1;Cyc1;Sncb;Ntsr2;Pmm1;Mboat2;Cp;Efr3b;Mlh3;Ptprd;Snrk;G6pc3;Nsg2;Stk25;Rnps1;Calr;Cdo1;Eif4g3;Ccnh;Frmpd1;Amot;Rph3a;Tnr;Paqr8;Cacna2d3;Slc30a1;Dctd;Olfm1;Stim1;Crispld2;Fam92b;Fkbp5;Gria1;Insig1;Camta1;Smad1;Slc14a2;Msn;Reep1;Mfhas1;Dlg5;Dhcr7;Sfxn5;Rasgrf2;Apip;Prkag2;Lamc1;Arhgap5;Triobp;Fyco1;Hey2;Me1;Commd10;Slc39a10;Tst;Vgll3;Mvk;Sema3g;Ablim2;Ctnna1;Flnc;Ctnna2;Eps15;Negr1;Ttll9;Unc13a;Irak3;Gfra1;Cxcl12;Tagln3;Lgals3bp;Aldh1l1;Ptprn;Ncan;Rlbp1;Ifit3;Ednrb;Psd2;Anxa7;Il13ra1;Endog;Shisa5;Map7d1;Eef1a2;Aplnr;Erp29;Rtn2;Gpm6a;Exd2;Kank1;Adcyap1r1;Sdc2;Ptn;Slc5a3;Myl12a;S1pr1;Tmem176a;Pfkl;Ppp1r1a;Chpt1;Ramp1;Hspb6;Adam15;Calm3;Steap3;2900097c17rik;Dbi;Fnbp1l;Kif5c;Efhd1;A730017l22rik;Cd34;Pamr1;Myoc;Arid5a;Scg5;Tmem9;Itih5;Lman2l;Fam129b;Arhgap21;Susd4;Cadm3;Ifi204;Pcp4l1;Smox;Ccdc190;Tmco1;Marco;Sccpdh;Echdc3;Fcgr2b;Ndufa11;Trim9;Samd14;Bcl7a;Kpna3;Wls;Ndufc2;Fam126a;Rab33b;Ppp1r3g;Rnf126;Serping1;Ezr;Hdac2;Hdac7;Cnr1;Clcf1;Plekhm2;Luzp2;Rida;Drp2;Stard7;Ppp1r15a;Tnfaip6;Osgep;Olfml3;Asna1;Senp8;Enpp2;Iqsec2;Fus;Taldo1;Slc25a18;Spcs2;Fez1
Sox3,Midn;Col16a1;Steap4;Gt(rosa)26sor;Plod2;Sox2;Endou;Lgals3;Ndst1;Fads2;Laptm4a;Mpz;Fth1;Arl6ip4;Hadh;Junb;Cavin1;1700086o06rik;Gpr179;Tspyl2;Gbp5;Slc30a1;Bcs1l;Neat1;Rnf126;Mia2;Crispld2;Erp29;Anapc4;Atf4;Cdc42se1;Slc22a4;Ntm;Zfp503;Lpar1;Rhobtb3;Slc1a4;Zc3hav1;Cnn3;Sel1l3;Prdx2;Klc3;Btbd3;Cyc1;Ip6k1;Mcl1;Cadm3;Rpl41;Gadd45b;Wfs1;Fus;Vta1;Idh2;Serpina3h;Cyp51;Reep1;Col1a1;Cxcl10;Nsg2;Reep3;Calm3;Amotl2;Rnps1;Nf2;Rgl1;Bmpr1a;Rarg;Tinagl1;Ncan;Larp1b;Cyr61;Ppp1r9b;Trim8;Rbm3;9-sep;Bcl7a;Mdk;Slc22a17;Nfkbiz;Me1;Scd1;D3ertd751e;Dusp4;Tpi1;Ddost;C1ql1;Erbin;Ptp4a2;Slc25a18;Cttn;Ctdsp2;Pick1;Hap1;Mgll;Ppp1r15a;Itih5;Hlf;Ahnak;Lrtm2;Agpat1;Hdac7;Tm9sf3;Ablim2;Susd4;Ctnna1;Spen;Farp1;Egln2;Negr1;Smox;Haghl;Asxl1;Fabp7;Zyx;Chpt1;Polr3h;Vim;Ttll9;Rtp4;Pygb;Arpc1b;Rasgrf2;Hjurp;Dbi;Lamc1;Ifit1;Atp5g1;Ifit2;Tgm1;Tmem147;Mprip;Adamts1;Synpo;Cd34;Pamr1;Slc39a1;Wls;Hmgn1;Slc13a3;Metrn;Ifrd1;Bgn;Clip3;Dctd;Cyp2d22;Irf7;Plin4;Cdc42ep1;Tmem9;Nupr1;Angptl4;Fam92b;Frem2;Atp6v1a;Ddc;Lrp1;Cebpd;Insig1;Adcy2;Rnf7;Tns2;Usp18;Coro1c;Drp2;Sbno2;Mat2a;Slc38a3;Sncb;Txndc5;Ifi204;Iqsec1;Lgi3;Stat3;Tmem176a;Irgm1;Ifi47;Sgpp1;Cherp;Eif1;Snrk;Col5a3;Rcan2;Etl4;Maff;Alpl;Bcl2l1;Pnpla2
Sox6,Steap3;Midn;Ptprn;Hjurp;Dbi;Lamc1;Nudt4;1700025g04rik;Retreg2;Gja1;9-sep;Mprip;Mpz;Dner;Hey2;Kif5a;Capn2;Adora1;Tnr;Efhd1;Timp3;Cd34;Paqr8;Tspyl1;Myoc;Gpx3;Col23a1;Arid5a;Omg;Slc39a10;Sdhc;Slc30a1;Icosl;Irak3;Bcs1l;Tuba4a;Ndufs7;Arhgef4;Tmem9;Hap1;Slc22a4;Hdac2;Ddc;Lman2l;Anapc16;Slc1a4;Sbno2;Susd4;Zrsr1;Cadm3;Gadd45b;Ifi204;Stat1;Pcp4l1;Ccdc190;Vta1;Irgm1;Ifi47;Tmco1;Marco;Nfasc;Pfkl;Marcks;Sccpdh;G6pc3;P4ha1;Stk25;Fabp7;Reep3;9530068e07rik;Chpt1;Sycp3;Rgl1;Fcgr2b;Nit1;Ramp1;Itm2c
Sox9,Midn;Tmem140;Ifit1;Icam1;Laptm4a;Ccnd2;Capn5;Kif5a;Sirpa;Tspyl2;Paqr8;Unc13a;Rsad2;Igfbp4;Fbxo2;Prkcd;Taldo1;Slc30a1;Olfm1;Rnf126;Tmem135;Adam15;Stim1;Gpd1;Scg5;Serping1;Ctxn1;Fkbp3;Lrrc59;Adcyap1r1;Lxn;Socs3;Galr3;Tspan6;Tspan3;Ephx2;Eif2ak2;Serpina3n;Ppp1r1a;Col5a3;Ppp1r1b;Lcn2;Mafk;Amotl2;Fxyd6;Calm1;Itm2c;Fgfr1;Rtp4;H2-t23;Rarg;Cuedc2;Hspb6;Kcnc3;Prkag1;Vldlr;Ggta1;Triobp;Eef2k;Dbp;Mdk;Ctsl;Adamtsl2;Hey2;Cic;Tead3;Tsc22d4;Brd2;Tnfrsf12a;Bgn;Kremen1;Lsr;Rhof;Rab33b;Cldn10;Gprc5b;Cttn;Ctdsp2;Rhoj;Rdh5;Tmem9;Fjx1;Mvp;Lrtm2;Kcna1;Capg;Sbsn;Ablim2;Mat2a;Atoh8;Nrip3;Sc5d;Mapk4;Smox;Cmtm5;Tmem176a;Tmco1;Nfasc;Thrsp;Slc25a34;Tpt1;Pnpla2;Aldh1l1;Hip1;Steap4;Ndufa11;Tenm4;Etfb;Slc7a10;Cyr61;Ppp1r9b;Lgals3;Retreg2;Map1lc3b;Myo18a;Cd34;Cavin1;Kpna3;Sun2;Paqr6;Paqr7;Gpx1;Mbnl2;Slc39a10;Kctd1;Rfx3;Emp2;Fos;Bcs1l;Foxp4;Col4a2;Irf1;Ezr;Fkbp5;Macf1;Kank1;Ahnak;Anapc16;Usp54;Ntm;Atl2;Slc1a4;Agap3;Ptn;Tns2;Agpat1;Gnai2;Tm9sf3;Ralgds;Polr2m;Farp1;Slc14a2;Gadd45b;Iqsec1;Zbtb16;Prrc2b;Reep5;Reep3;Etl4;Maff;Sfxn5;Bcl2l1;Bmpr1a;Dbi;Atp5g1;Ifit3;Gja1;9-sep;Plce1;Qk;Synpo;D3ertd751e;Tgm2;Tspyl1;Entpd6;Col23a1;Gfra1;Ptp4a2;Tmx2;Mia2;Tst;Cmpk2;Cdc42ep1;Hap1;Angptl4;Ppard;Itih5;Gria1;Atp6v1a;Hdac2;Ddc;Pdxdc1;Arhgap21;Ptdss1;Btbd3;Fam241a;Camta1;Lrrc8a;Msx1;Usp24;Negr1;Sorbs1;Asxl1;Ptprd;Qdpr;Col1a1;Marco;Bc005537;Ehd3;Dlg5;Spry2;Plekhm2;Vim;Nf2;Rgl1;Lamc1;Arhgap5;Nudt4;1700025g04rik;Mpz;Dner;Adora1;Tnr;Timp3;Sdhc;Ndufs7;Mxra7;Mtmr3;Hlf;Lrp1;Fbln5;Susd4;Rasl10b;Ccdc190;Vta1;Stat3;Nap1l1;Marcks;G6pc3;P4ha1;Nsg2
Spi1,Slc35b2;Steap3;Ndufa13;Ahcyl1;Arl6ip1;Pros1;Ccp110;Sat1;Icam1;Ifit2;Retreg2;Lgals1;Fnta;Arl6ip4;Lgals9;Junb;Hmgn1;Paqr7;Tpm3;Prkcd;Arid5a;Taldo1;Sdhc;Neat1;Carhsp1;Erp29;Padi2;Ezr;Ctxn1;Cdc42se1;Atp6v1a;Exd2;Insig1;Sdc2;Tshz1;Rhobtb3;Slc1a4;Coro1c;Nln;Emg1;Ptdss1;Btbd3;Bag1;Tspan4;Cd14;Ralgds;S100a11;Mcl1;Rpl41;Zbtb16;Vta1;Tnk2;Sqle;G6pc3;Reep5;Eif4g3;Tmem9b;Bcl2l1;Pigs;Cdkn1a;Cuedc2;Hip1;Arpc1b;Cltb;Prkag1;Prkag2;Hspb1;Lamc1;Ece2;Ppp1r9b;Trim8;Rbm3;Fyco1;Map1lc3b;Eef2k;Arl5c;Dbp;Timp3;Phgdh;Tsc22d4;Sun2;Brd2;Gpx3;Commd10;Ampd3;Fos;Ptgr2;Ddost;Tnfrsf1a;Erbin;Ptp4a2;Cttn;Tst;Tmem33;Rhoj;Irf7;Ppp1r15a;Kank1;Hdac2;Slc43a3;Amigo2;Tns2;Agpat1;Fuom;Gnai2;Fam129b;Mat2a;Fam120c;Ucp2;Spp1;Cdc37l1;Emc3;Flnc;Spen;Efr3b;Psmb8;Tmco1;Asxl1;Slc4a8;Lrg1;Spry2;Chpt1;Slc25a34;Ypel3;Msrb1;Aldh1l1;Synm;Rarg;Gt(rosa)26sor;Smg5;Triobp;Rph3a;Laptm4a;Ccnd2;Psd2;Glipr2;Adamtsl2;Nfkbiz;Adora1;Car14;Cavin1;Igfbp4;Kremen1;Slc39a10;Icosl;Rhof;Rab33b;Ppp1r3g;Aplnr;Plin4;Serping1;Vamp1;Cd302;Fam92b;Sqstm1;Frem2;Itih5;Rtn2;Naxd;Hlf;Pdxdc1;Ahnak;Zfp869;Cebpd;Usp18;Hdac7;Sel1l3;Tm9sf3;Socs3;Clec3b;Nkain4;Mobp;Apoh;4-sep;Slc38a3;Farp1;Btbd17;Ccdc190;Stat3;Reep1;Mfhas1;Nfasc;Gjb2;Myo1c;Ppp1r1a;Wnk2;Clcf1;Ppp1r1b;Alpl;Mafk;Amotl2;Itm2c;Plxnd1;Frmpd1;Rasgrf2;Tmem140;Mprip;Flot1;Myo18a;Anxa7;Tgm2;Tead3;Asrgl1;Col4a2;Map7d1;Irf1;Erf;Fkbp9;Chst2;Ppard;Macf1;Zc3hav1;Btbd1;Rdh12;Ctnna2;Usp24;Iqsec1;Idh2;Sorbs1;Plekhm2;Sfxn5;Col16a1;H2-k1;Dbi;Atp5g1;Akap13;Tmsb4x;Oasl1;Unc13a;Gpx1;Cybb;Bcs1l;Cldn10;Rnf126;Ppa2;Stim1;Sbds;Igtp;Anapc4;Hacd3;H2-d1;Usp54;Mvp;Gstt3;Capg;Fmc1;Mog;Fus;Nr1h2;Cp;Cyp51;Qdpr;Tmem59;Cxcl10;Snrk;Psat1;Dhcr7;Fcgr2b;Ifitm3;Tecr;Ednrb;Slc22a17;Sirpa;Slc13a3;Fbxo2;Ndufc2;Gab2;Urb1;Fndc5;Smo;Adam15;Cmpk2;Myl12a;Prdx2;Rras;Galr3;Dhrs7b;Asna1;Eps15;Txndc5;Cmtm5;Msn;Fuz;Marco;Spcs2;Pfkl;Marcks;Rgl1;Rtp4;Ndufa11;Apip;Mylk;Plce1;Map3k6;Ifit3b;Tuba4a;Tapbp;Angptl4;Ergic1;Fkbp5;Gria1;Tbc1d9b;Mgat3;Susd4;E2f5;Zrsr1;C1ra;Gng12;Gsta4;Adi1;Dlg5;Zyx;Ttll9;Ywhae;Hjurp;Fads2;Wls;Chid1;D8ertd738e;Shisa5;Dctd;Ctdsp2;Atf4;Cstf2t;Slc5a3;Sbno2;Gadd45b;Cidea;Mboat2;Ehd3;Ramp1;Rpl4;Pygb;Steap4;Ggta1;C4b;Capn5;Dusp4;Paqr6;Endog;Amt;Rcn2;Aspg;Ergic3;Agpat5;Sema3g;Pnpo;Hhatl;Stat1;Eif2ak2;Coq7;Mlh3;P4ha1
Srebp1,Plxnd1;Insig1;Capg;Tm9sf3;Ifit2;Socs3;Prdx2;Trim9;Ndst1;Tmem147;Mat2a;Smyd1;Scd1;Eps15;Ntsr2;Tspyl1;Mbnl2;Irak3;Mt1;Gng12;Ddost;Cyp51;Ptprd;Stk25;Erf;Thrsp;Ramp1;Tpt1
Srebp2,Agpat5;Rarg;Naxd;Mtmr3;Hjurp;Gstt3;Tns2;Tspan33;Cyr61;Map1lc3b;Atoh8;Abl1;Lrrc8a;Dusp4;Tsc22d4;Brd2;Stard7;Icosl;Def8;Neat1;Fndc5;Sqle;Snrk;Myo1c;Cyp2d22;Smo;Col4a2;Ndufs7;Tst;Nf2;Slc25a34;Fam92b;Eif4g3;Ctxn1
Srf,Slc35b2;Cuedc2;Etfb;Triobp;Snapc2;Mpz;Senp8;Adora1;Myo18a;Lgals9;D3ertd751e;Oasl1;Tnfrsf12a;Rhof;Rab33b;Tapbp;Tmem135;Rcn2;Adam15;Tmem33;Eef1a2;Tmem9;Atf4;Ahnak;Sema3g;Cstf2t;Slc1a4;Tns2;Prdx2;Srr;Ldha;Ptdss1;Ucp2;Pnpo;Smyd1;Mcl1;Rasl10b;Stat3;Tmem176a;Mboat2;Eif2ak2;Fuz;Dhrs1;Def8;Coq7;Bst2;Dbndd2;Polr3h;Sfxn5;Fgfr1
Sry,Steap3;Midn;Eci1;H2-k1;Hr;Arxes1;Ifit1;Txndc16;Icam1;Rph3a;Endou;Fads2;Retreg2;Golga4;Samd14;Ccnd2;Ednrb;Capn5;Kif5a;Sirpa;Cavin1;Chid1;Paqr8;Endog;1110008p14rik;Unc13a;Rsad2;Igfbp4;Prkcd;Entpd6;Col23a1;Shisa5;Taldo1;Slc30a1;Eef1a1;Rnf126;Tmem135;Col4a2;Cd109;Fez1;S100a6;Erp29;Erf;Cmpk2;Vdac2;Fam92b;Ctxn1;Astn1;Lrrc59;Adcyap1r1;Insig1;Zfp503;Lpar1;Gstt3;Ak4;Agap3;Slc5a3;Sel1l3;Klc3;Ldha;Galr3;Btbd3;Abl1;Tspan3;Txndc5;Hhatl;Zbtb16;Idh2;Msn;Eif2ak2;Serpina3m;Mt1;Serpina3n;Prrc2b;Col1a1;Cops6;Slc6a8;Ppp1r1a;Stk25;Adi1;Reep3;Rcan2;Lcn2;Amotl2;Calm1;Pigs;Rarg;Cuedc2;Tinagl1;Slc44a1;Arpc1b;Ncan;Prkag1;Prkag2;Ece2;Slc7a10;Triobp;Ppp1r9b;Fyco1;Eef2k;Dbp;Bcl7a;Psd2;Mdk;Snapc2;Ctsl;Senp8;Dner;Adamtsl2;Hey2;Myo18a;Timp3;Cic;Dusp4;Tsc22d4;Brd2;Slc13a3;Tpi1;Tnfrsf12a;Bgn;Kremen1;Slc39a10;Lsr;Tapbp;Cldn10;Rcn2;Cttn;Ndufs7;Ctdsp2;Irf1;Plin4;Mgll;Mvp;Lrtm2;Kcna1;Sema3g;Lcat;Capg;Tns2;Agpat1;Tspan33;Usp18;Psmb10;Fam129b;Drp2;Fam120c;Tmem205;Cdc37l1;Nrip3;Lrrc8a;Mapk4;Slc35a2;Egln2;Cmtm5;Lgi3;Asxl1;Nfasc;Pfkl;Marcks;Dhrs7;Lrg1;Clcf1;Fcgr2b;Slc25a34;Ramp1;Ypel3;Pnpla2;Rpl41;Kcnc3;Enoph1
Stat1,Ywhae;Rtp4;Prkag2;Tmem140;Icam1;Rph3a;C4b;Endou;Fads2;1700025g04rik;Map1lc3b;Ednrb;Peg13;Adamts1;Dner;Nfkbiz;Capn2;Gbp5;Brd2;Myoc;Entpd6;Arid5a;Olfm1;Cttn;Aplnr;Padi2;Vdac2;Cdc42ep1;Pick1;Fkbp9;Nupr1;Tagln3;Fam92b;Vgll3;Itih5;Lrrc59;Ddc;Lman2l;Cebpd;Insig1;Sdc2;Gstt3;Ptn;Rnf7;Fbln5;Tm9sf3;Arhgap21;Nln;Clec3b;Atoh8;Tspan7;Gse1;Msx1;Gadd45b;Wfs1;Irgm1;Mboat2;Ifi47;Psat1;Zyx;Lcn2;Rgl1;Ramp1;Rarg;Endog;Lxn;Egln2;Unc13a;Mog;Pcp4l1;Rhobtb3;Hrct1;Osmr;Sbno2;Gap43;Eef2k;Mpz;Wnk2;Irf7;Apod;Nit1;Mgll;Ntsr2
Stat3,Ahcyl1;Arl6ip1;Plod2;Txndc16;Rph3a;Golga4;Gja1;Laptm4a;Chchd3;Fnta;Kif5a;Capn2;Plce1;Pamr1;Tgm2;Il13ra1;Hmgn1;Tle1;Stard7;Col23a1;Cacna2d3;Rnf126;Tmem135;Smo;Mia2;Crispld2;Cd109;Anapc4;Vdac2;Pdxdc1;Ntm;Lpar1;Slc1a4;Agap3;Zc3hav1;Sult1a1;Sbno2;Man2a2;Mobp;Apoh;Camta1;Mbp;Apod;Ip6k1;Mark3;Gadd45b;Iqsec1;Msn;Gng12;Fbxo31;Eif1;Ptprd;Reep1;Cxcl12;Reep5;Reep3;Wnk2;Dlg5;Rcan2;Alpl;Fat3;Xaf1;Calm1;Eif4g3;Bcl2l1;Bmpr1a;Ywhae;Lgals3bp;Rtp4;Kcnc3;Prkag2;Etfb;Larp1b;Akap13;Dner;Hey2;Tmed2;Tsc22d4;Slc13a3;Commd10;Slc39a10;Tmc7;Irak3;Emp2;Ampd3;Fam126a;Ptgr2;Slc25a18;Rhoj;Plin4;Fjx1;Mgll;Ergic1;Kank1;Ddc;Hlf;Lrp1;Luzp2;Amigo2;Atl2;Ptn;Tspan33;Tm9sf3;S1pr1;Ctnna1;Msx1;Ctnna2;Gbp2;Eps15;Mapk4;Mapk3;Tmem176a;Mboat2;Stxbp5l;Asxl1;Snrk;Marcks;Dhrs7;Znfx1;Vim;Sycp3;Ttll9;Slc44a1;Ccnh;Hspb1;Lamc1;Ifit1;Ggta1;Nudt4;Sox2;Sgce;Ndst1;Eef2k;Timp3;Qk;Hadh;Wls;Brd2;Gpx1;Kremen1;Rfx3;Gab2;Neat1;Slc39a14;Tuba4a;C1ql1;Gap43;Arhgef4;Cmpk2;Cdc42ep1;Mxra7;Itih5;Agpat5;Macf1;Mvk;Rnf7;Akap2;Sel1l3;Lmf1;Mat2a;Cnr1;Camk2n1;Bag1;Spp1;Lrig1;Mcl1;Zrsr1;Farp1;Mog;Tnk2;Coq7;Cyp51;Qdpr;Col1a1;Nfasc;Etl4;Spry2;Chpt1;Amotl2;Fxyd6;Nf2;Fgfr1;Cdkn1a;Ndufa13;Midn;Pros1;Smg5;Coro1c;Icam1;Socs3;Ednrb;Btbd1;Mdk;Cic;Junb;Paqr8;Parp3;Endog;Unc13a;Stat3;Eif2ak2;Mt1;Fos;Foxp4;Serpina3h;Cttn;Ndufs7;Irf1;Bcl3;Erf;Nupr1;Tnfaip6;Fnbp1l;Atp5g1;Trim8;Akr7a5;Arl5c;Bcl7a;Nfkbiz;A4galt;Synpo;D3ertd751e;Mbnl2;Sdhc;Olfm1;Gprc5b;Vamp1;Hap1;Chst2;Fkbp5;Ppard;Gpm6a;Tshz1;Sertad3;Ablim2;Olfml3;Asna1;Abl1;Smyd1;Cd14;Slc38a3;Ndufv2;C1ra;Slc14a2;Stat1;Efr3b;Sgpp1;Pfkl;Ppp1r1a;9530068e07rik;Sfxn1;Rgl1;Sfxn5;Pygb;Steap3;Apip;Dbi;1700025g04rik;Retreg2;Kif5c;Mpz;Adora1;Tnr;Efhd1;Sirpa;Cd34;Enoph1;Gbp5;Myoc;Entpd6;Arid5a;Slc30a1;4930402h24rik;Aplnr;Scg5;Tmem9;Astn1;Lman2l;Btbd3;Susd4;Fam241a;Cadm3;Ifi204;Pcp4l1;Smox;Ccdc190;Tmco1;Marco;Sccpdh;Stk25;Echdc3;Fcgr2b;Nit1;Ramp1;Itm2c;Rtn2;Rarg;Cuedc2;Zfp503;Rida;Rbm3;Nln;Senp8;Atoh8;Flot1;Jam2;Gdf10;Tmem86a;D8ertd738e;Pllp;Psmb8;Asrgl1;Gnb5;Ergic3;Tpt1
Stat4,Ifitm3;Midn;Hspb6;Pros1;Lamc1;Etfb;Atp5g1;Icam1;Rbm3;Fyco1;Trim9;Ccnd2;Dbp;Fth1;Flot1;Anxa7;Cic;Junb;Slc39a1;Il13ra1;Gbp5;Brd2;Tpi1;Mbnl2;Fbxo2;Arid5a;Slc39a10;Icosl;Gfra1;Fos;Ifi27;Tmem33;Irf1;Erf;Irf7;Igtp;Serping1;Vdac2;Fkbp3;H2-d1;Itih5;Atp6v1a;Ahnak;Cebpd;Slc43a3;Mvp;Amigo2;Slc1a4;Zc3hav1;Gnai2;Socs3;Prdx2;Camta1;Gbp2;Ndufv2;Mcl1;Gadd45b;Iqsec2;Stat1;Stat3;Ifi47;Mt1;Psmb8;Iigp1;Asxl1;Bst2;Cxcl10;Mfhas1;Spcs2;Clcf1;Maff;Lcn2;Vim;Calr;Eif4g3;Tpt1;Bcl2l1;Bmpr1a
