term,genes
Jun,Steap3;Ndufa13;Plod2;Aqp4;Sat1;Txndc15;Ifit3;Amot;Endou;Ndst1;Fads2;Mprip;Capn2;Plce1;Hadh;Chid1;Gabarapl1;Tpm3;Col23a1;Ifrd1;Taldo1;Bcs1l;Tuba4a;Fndc5;Tmem135;Carhsp1;Mia2;Map7d1;Cd109;S100a6;Erp29;Sbds;Padi2;Vdac2;Sqstm1;Insig1;Ak4;Slc5a3;Fbln5;Sel1l3;Arhgap21;Ldha;Btbd1;Rdh12;Myo6;Pnpo;Cd14;Tspan3;Cyc1;Cadm3;Gadd45b;Ptprd;Cops6;Slc6a8;Bcl3;Ppp1r1b;Alpl;Plekhm2;Fxyd6;Nit1;Tmem9b;Pigs;Tinagl1;Tnfaip6;Hspb6;Prkag2;Hspb1;Lamc1;Larp1b;Rlbp1;Mrpl41;Akap13;Trim9;9-sep;Senp8;Cd34;Sun2;Slc13a3;Commd10;Tmc7;Gfra1;Ampd3;Gab2;Ddost;Tnfrsf1a;Rhoj;Vamp1;Ppard;Kank1;Ahnak;Amigo2;Sbsn;Akap2;Hdac7;Tm9sf3;Cnr1;Asna1;Tmem205;Flnc;Gbp2;Sncb;Eps15;Gbp3;Egln2;Smox;Cmtm5;Mlh3;Asxl1;Spcs2;Znfx1;Lrg1;Gsta4;Clcf1;Zyx;Fcgr2b;Rpl4;Ahcyl1;Ndufa11;Triobp;Rbm3;Tgm1;Samd14;Tmem147;Dbp;Kif5c;Adamts1;Capn5;Tmed2;Timp3;Pgm5;Synpo;Slc39a1;Hmgn1;Paqr7;Tspyl1;Tnfrsf12a;Pllp;Shisa9;Cldn10;Cdc42ep1;Ppp1r15a;Atp6v1a;Hlf;Zfp869;Anapc16;Atl2;Rnf7;Fam129b;Sult1a1;Klc3;Ablim2;Dhrs7b;Tspan6;Abl1;Cdc37l1;Nrip3;Lrrc8a;Slc38a3;Txndc5;Ntsr2;Rpl41;Slc14a2;Stat1;Stat3;Sorbs1;Coq7;Gjb2;Etl4;9530068e07rik;Maff
Klf11,Midn;Rarg;Col16a1;Tinagl1;Plxnd1;Fam107a;Prkag1;Prkag2;Hr;Ece2;Ppp1r9b;Mrpl41;9-sep;Ccnd2;Dbp;Lgals1;Snapc2;Tmsb4x;Capn5;Flot1;Adora1;Arl6ip4;Pgm5;Timp1;Cic;Tspyl2;Gbp5;Paqr6;Mamstr;Rhof;Slc39a14;Olfm1;Tst;Eef1a2;Aspg;Irf7;Serping1;Padi2;Sqstm1;Itih5;Adcy2;Tns2;Sbsn;Gnai2;Fam129b;Sbno2;Ablim2;Tspan4;Mbp;Tppp;Slc38a3;Hhatl;Cadm3;Rasl10b;Tmem176b;Zbtb16;Tnk2;Col1a1;Cxcl12;Slc6a8;Myo1c;Col5a3;Clcf1;Bcl3;Ppp1r1b;Maff;Zyx;Plekhm2;Rnps1;Slc25a34;Calm1;Ramp1;Eif4g1
Klf13,Pigs;Col16a1;Tinagl1;Fam107a;Prkag1;Aqp4;Etfb;Ece2;Triobp;Amot;Ppp1r9b;Mrpl41;Sgce;Tgm1;Fyco1;Psd2;Snapc2;Capn5;Phgdh;Lgals9;Pamr1;Gpr179;Sun2;Stard7;Kremen1;Rpsa;Foxp4;Fam126a;Tapbp;S100a6;Nupr1;Ctxn1;Rtn2;Ddc;Adcy2;Ak4;Tns2;Sbsn;Sult1a1;Sbno2;Sertad3;Sv2b;Tspan4;Ctnna1;Cdc37l1;Camta1;Mbp;Hhatl;Rasl10b;Tmem176b;Sccpdh;Cxcl12;Slc6a8;Myo1c;Col5a3;Bcl3;Ppp1r1b;Maff;Eif4g3;Tpt1;Itm2c
Klf4,Midn;Rarg;Col16a1;Tinagl1;Plxnd1;Fam107a;Prkag1;Prkag2;Hr;Etfb;Ece2;Ppp1r9b;Mrpl41;9-sep;Ccnd2;Dbp;Lgals1;Snapc2;Tmsb4x;Capn5;Flot1;Adora1;Arl6ip4;Pgm5;Timp1;Cic;Tspyl2;Gbp5;Paqr6;Mamstr;Rhof;Slc39a14;Olfm1;Tst;Eef1a2;Aspg;Irf7;Serping1;Padi2;Sqstm1;Itih5;Adcy2;Tns2;Sbsn;Gnai2;Fam129b;Sbno2;Ablim2;Tspan4;Mbp;Tppp;Slc38a3;Hhatl;Cadm3;Pmm1;Rasl10b;Tmem176b;Zbtb16;Tnk2;Col1a1;Cxcl12;Slc6a8;Myo1c;Col5a3;Clcf1;Bcl3;Ppp1r1b;Maff;Zyx;Plekhm2;Rnps1;Slc25a34;Calm1;Ramp1;Eif4g1
Klf5,Pygb;Synm;Hip1;Tecr;Prkag2;Lamc1;Triobp;Mylk;Rph3a;Samd14;Bcl7a;Tmsb4x;Capn5;Cic;Junb;Enoph1;Cavin1;Chid1;Gabarapl1;Endog;Igfbp4;Tpm3;Rfx3;Slc30a1;Carhsp1;Ppa2;Eef1a2;Aspg;Erf;Irf7;Vamp1;Vdac2;Angptl4;Ezr;Ctxn1;Sqstm1;Ppard;Itih5;Rtn2;Adcyap1r1;Tns2;Usp18;Slc5a3;Fbln5;Fam129b;Sel1l3;Fam120c;Pnpo;Ctnna1;Lrrc8a;Flnc;Ctnna2;Cyc1;Ralgds;S100a11;Farp1;Egln2;Gadd45b;Pmm1;Smox;Zbtb16;Tnk2;Tmem176a;Dbndd2;Gjb2;Cxcl12;Clcf1;Bcl3;Ppp1r1b;Plekhm2;Mafk;Polr3h;Nf2;Eif4g1
Lef1,Rnf10;Cuedc2;Ahcyl1;Arl6ip1;Ncan;Pros1;Prkag2;Etfb;Rlbp1;Mylk;Map1lc3b;Golga4;Laptm4a;Chchd3;Ednrb;Tmsb4x;Nfkbiz;Tom1;Flot1;Plce1;Hadh;Slc39a1;Tgm2;Chid1;Gbp5;Brd2;Tpm3;Arid5a;Gab2;Ifit3b;Shisa9;Asrgl1;Tapbp;Cyp2d22;Ctdsp2;S100a6;Vdac2;Nupr1;Gria1;Naxd;Tbc1d9b;Zfp703;Sema3g;Zbtb42;Zc3hav1;Agpat1;Fam129b;Drp2;Ldha;Ablim2;Sv2b;Btbd1;Mobp;Camk2n1;Cdc37l1;Gse1;Lrrc8a;Apod;E2f5;Slc38a3;Ralgds;C1ra;Slc14a2;Rasl10b;Lgi3;Irgm1;Tmco1;Bst2;Marco;Cops6;Myo1c;Lrg1;Wnk2;Ppp1r1b;Lcn2;Alpl;Vim;Slc25a34;Xaf1;Ramp1;Sfxn5;Pnpla2;Steap3;Midn;8-mar;Ccnh;Aqp4;Txndc15;Amot;Nudt4;Sox2;Endou;Lgals3;Fads2;Gja1;Kif5a;Enpp2;Map3k6;Kpna3;Wls;Il13ra1;Gpr179;Endog;Tspyl1;Mbnl2;Entpd5;Ifrd1;Kctd1;Sdhc;Clip3;Smo;Tmx2;Col4a2;Mia2;Ifi27;Crispld2;Map7d1;Cd109;Sbds;Serping1;Sqstm1;Cdc42se1;Rtn2;Exd2;Anapc16;Ntm;Fbln5;Sult1a1;Nln;Mustn1;Dhrs7b;Btbd3;Apoh;Tspan3;Cyc1;Ip6k1;Snx5;Txndc5;Ntsr2;Cadm3;Wfs1;Fus;Prrc2b;Qdpr;Gjb2;Cxcl12;Reep5;Adi1;Rcan2;Fat3;Fgfr1;Bmpr1a;Eif4g1;Cdkn1a;Tinagl1;Tnfaip6;Hspb1;Ppp1r9b;Sgce;Akap13;Trim9;Anxa7;Cd34;Enoph1;Parp3;Tpi1;Pllp;Bgn;Irak3;Gfra1;Ampd3;Osmr;Slc39a14;Rab33b;Ptp4a2;Tmem33;Irf1;Rhoj;Cdc42ep1;Slc25a5;Fjx1;Irf9;Ergic1;Itih5;Kank1;Ahnak;Slc43a3;Mvp;Lrtm2;Ptn;Akap2;Rida;Olfml3;Cnr1;Tmem205;Ucp2;Atoh8;4-sep;Nrip3;Eps15;Slc35a2;Stat1;Tmem176b;Cmtm5;Stat3;Tmem176a;Mboat2;Sorbs1;Dhrs1;Hinfp;Apln;Stxbp5l;Slc4a8;Tmem59;Marcks;Gsta4;Clcf1;Sycp3;Ttll9;Ypel3
Ltf,Cdkn1a;Aldh1l1;Ndufa13;8-mar;Dbi;Vldlr;Cyr61;Ifit3;9-sep;Chchd3;Kif5c;Mdk;Synpo;Chid1;Gbp5;Tsc22d4;Igfbp4;Mamstr;Fbxo2;Ndufc2;Taldo1;Kctd1;Rpsa;Slc39a14;Tnfrsf1a;Tmem135;Cttn;Irf1;Anapc4;Ezr;Sqstm1;Vgll3;Ppp1r15a;Hlf;Lman2l;Slc43a3;Btbd1;Fam120c;Cyc1;Ndufv2;Mark3;Mapk3;Slc14a2;Mtx1;Iqsec2;Mog;Nr1h2;Haghl;Cidea;Nfasc;Lrg1;Maff;Alpl;Plekhm2;Thrsp;Gnb5;Xaf1;Bcl2l1;Itm2c;Pnpla2;Eif4g1
Mapk14,Cdc42se1;Naxd;Lrp1;Lamc1;Etfb;Usp18;Pla2g7;Mylk;Ifit2;Rbm3;Nln;Eef2k;4-sep;Capn2;Susd4;Adora1;Plce1;Phgdh;Vhl;Timp1;Eps15;Tmem86a;Slc14a2;Nr1h2;Cmtm5;Amt;Msn;Osmr;Mlh3;Marco;Cxcl10;Nfasc;Lrg1;Tmx2;Tst;Ctdsp2;Ppp1r1b;Rnps1;Cd302;Fam92b;Eif4g3;Astn1;Vgll3
Max,Rtp4;Steap3;Ndufa13;Col16a1;8-mar;Dbi;Ece2;Mrpl41;Fyco1;Trim9;Fads2;Retreg2;Ccnd2;Senp8;Adamtsl2;Flot1;Enoph1;Tead3;Chid1;Sun2;Brd2;Slc13a3;Myoc;Amt;Ampd3;Slc39a14;Gprc5b;Ppa2;Cttn;Ndufs7;Crispld2;S100a6;Anapc4;Cmpk2;Angptl4;Ezr;Mgll;Fkbp5;Slc22a4;Atp6v1a;Kank1;Insig1;Ak4;Agap3;Sbsn;Slc5a3;Osgep;Cnn3;Rida;Ldha;Btbd1;Fam120c;Ucp2;Tspan7;Mgat3;Mbp;Ctnna2;Ip6k1;Ralgds;Snx5;Mapk3;Smad1;Egln2;Gadd45b;Iqsec1;Tnk2;Stat3;Haghl;Msn;Sorbs1;Psmb8;Hinfp;Znfx1;Slc6a8;G6pc3;Stk25;Ppp1r1b;Maff;Alpl;Amotl2;Polr3h;Calr;Nit1;Eif4g1
Mef2a,Pigs;Rnf10;Cdkn1a;Steap4;Ccnh;Ptprn;Pros1;Prkag1;Ifit1;Txndc15;Txndc16;Ifit3;Amot;Mylk;Akap13;Trim9;Gja1;Eef2k;Chchd3;Ednrb;Senp8;Nfkbiz;Tom1;Flot1;Efhd1;Tmed2;Wls;Tspyl2;Tsc22d4;Sun2;Brd2;Paqr7;Rsad2;Gpx3;Ifrd1;Omg;Cybb;Gab2;Ptp4a2;Slc25a18;Rcn2;Sbds;Ergic3;Slc25a5;Exd2;Kank1;Naxd;Lman2l;Slc43a3;Amigo2;Atl2;Rhobtb3;Cstf2t;Ak4;Tns2;Cox5a;Slc5a3;Pla2g7;Sult1a1;Btbd1;Cnr1;Camta1;Lrrc8a;Gbp2;Pltp;Eif2ak2;Fuz;Coq7;Hinfp;Stxbp5l;Ptprd;Reep1;Cxcl10;Dbndd2;Spcs2;Snrk;Sccpdh;G6pc3;Gsta4;Fabp7;Dlg5;Fat3;Gnb5;Nf2;Nit1;Eif4g3;Fgfr1;Eif4g1
Mib2,Slc35b2;Aldh1l1;Ndufa13;Rarg;Col16a1;Tinagl1;Plxnd1;Prkag1;Prkag2;Hrct1;Amot;Rbm3;Endou;9-sep;Tom1;Capn2;Myo18a;Cic;Junb;Pamr1;Cavin1;Kpna3;Tead3;Chid1;Dusp4;Gpx1;Atp6ap1;Commd10;Arid5a;Amt;Ampd3;Fos;Osmr;Ptgr2;Fndc5;Clip3;Dctd;Tst;Eef1a2;Aspg;Gpd1;S100a6;Cdc42ep1;Tmem9;Nupr1;Sqstm1;Irf9;Agpat5;Ddc;Insig1;Lcat;Zbtb42;Tns2;Lmf1;Clec3b;Olfml3;Cnr1;Bag1;Tspan4;Nrip3;Mark3;Snx5;Slc35a2;Stat1;Fus;Tmem176a;Cidea;Nipsnap2;Ptprd;Tmem59;Myo1c;Clcf1;Bcl3;Rnps1;Rgl1;Nit1;Sfxn5;Itm2c;Eif4g1
Mir133b,Rnf10;Steap3;Rarg;Hr;Mrpl41;Retreg2;Golga4;9-sep;Glipr2;Tmsb4x;Adamtsl2;Capn2;Efhd1;Junb;Wls;Gbp5;Tsc22d4;Amt;Kremen1;Cybb;Ampd3;Gab2;Slc39a14;C1ql1;Clip3;Cttn;Tst;Arhgef4;Padi2;Rdh5;Ezr;Rtn2;Slc22a4;Cebpd;Lcat;Psmb10;Sbno2;Mustn1;Tmem205;Ucp2;4-sep;Susd4;Abl1;Tspan4;Jam2;Hhatl;Mtx1;Fus;Tmem176b;Cmtm5;Nfasc;Fabp7;Maff;Lcn2;Fxyd6;Sfxn1;Calr;Rgl1;Sfxn5
Mir138,Hrct1;Ece2;Slc7a10;Ppp1r9b;C4b;Retreg2;9-sep;Capn5;Capn2;Timp1;Gpr179;Chid1;Tle1;Tpi1;Tpm3;Mamstr;Bgn;Asrgl1;Fndc5;Carhsp1;S100a6;Itih5;Gria1;Lrtm2;Sdc2;Tshz1;Ak4;Usp18;Pla2g7;Fam129b;Sel1l3;Rida;Clec3b;Sbno2;Man2a2;Olfml3;Ucp2;Tspan4;Slc38a3;Ralgds;Hhatl;Idh2;Haghl;Cxcl12;Myo1c;Echdc3;Rgl1;Slc25a34;Ttll9;Bmpr1a
Mtf1,Pygb;Ndufa13;Triobp;Dbp;Tmsb4x;Dner;Chid1;Sun2;Mamstr;Metrn;Commd10;Cacna2d3;Tmc7;Gfra1;Ampd3;Osmr;Carhsp1;Erp29;Cmpk2;Vdac2;Hap1;Angptl4;Mgll;Rtn2;Slc22a4;Kank1;Ddc;Tbc1d9b;Kcna1;Agap3;Akap2;Fam129b;Mgat3;Tspan4;Ctnna2;Gdf10;Farp1;Egln2;Zbtb16;Stat3;Haghl;Eif2ak2;Ptprd;Slc6a8;Ppp1r1a;Ppp1r1b;Spry2;Gnb5;Rgl1;Pnpla2;Eif4g1
Myb,Synm;Ndufa13;Prkag1;Prkag2;Hrct1;Atp5g1;Amot;Endou;Fads2;Retreg2;9-sep;Ednrb;Psd2;Slc22a17;Tom1;Scd1;A4galt;Synpo;Pamr1;Gpr179;1110008p14rik;Stard7;Entpd5;Entpd6;Cybb;Tnfrsf1a;Col4a2;Rhoj;Scg5;Erf;Vdac2;Pmp2;Hap1;Atp6v1a;Amigo2;Adcy2;Agpat1;Slc5a3;Hdac7;Arhgap21;Mat2a;Rras;Apoh;Mgat3;Camta1;Gse1;Slc35a2;Slc14a2;Tmem176b;Vta1;Msn;Def8;Coq7;Psmb8;Prrc2b;Tmco1;Bc005537;Myo1c;G6pc3;Adi1;Dlg5;Zyx;Alpl;Calm3;Fxyd6;Gnb5;Sycp3;Xaf1;Cdo1;Ttll9;Tpt1;Fgfr1
Myc,Rtp4;8-mar;Ece2;C4b;Fyco1;Ccnd2;Chid1;Brd2;Slc13a3;Myoc;Amt;Olfm1;Gprc5b;Ppa2;Cttn;Crispld2;Gpd1;S100a6;Anapc4;Cmpk2;Mgll;Fkbp5;Atp6v1a;Kank1;Ak4;Agap3;Sbsn;Osgep;Gnai2;Ldha;Fam120c;Ucp2;Mgat3;Ip6k1;Ralgds;Snx5;Mapk3;Hhatl;Egln2;Gadd45b;Iqsec1;Wfs1;Haghl;Msn;Hinfp;Znfx1;G6pc3;Ppp1r1b;Maff;Alpl;Polr3h;Nit1;Eif4g1;Lgals3bp;Slc35b2;Steap3;Aldh1l1;Atp5g1;Mrpl41;Tgm1;Retreg2;9-sep;Arl5c;Efhd1;A4galt;Gpr179;D8ertd738e;Gpx1;Rpsa;Irak3;Ampd3;Dctd;Irf7;Arhgef4;Vdac2;Ezr;Atf4;Hdac2;Lxn;Psmb10;Coro1c;Rida;Sbno2;Asna1;Atoh8;Pnpo;Sncb;Mark3;S100a11;Ntsr2;Stat3;Mlh3;Nfasc;Etl4;Mafk;Dhcr7;Gnb5;Sycp3
Myod1,Synm;Steap4;Cltb;Prkag2;Ece2;Ggta1;Rlbp1;Txndc16;C4b;Ndst1;Samd14;Fnta;Arl6ip4;Synpo;Oasl1;Tnfrsf12a;Igfbp4;Tpm3;Mamstr;Cybb;Tmc7;Icosl;Gfra1;Rhof;Foxp4;Ppa2;Plin4;Fam92b;Sqstm1;Irf9;Hdac2;Anapc16;Kcna1;Rhobtb3;Zbtb42;Capg;Psmb10;Sel1l3;Lmf1;Mat2a;4-sep;S1pr1;Gse1;Mbp;Tppp;Slc38a3;Cadm3;Gadd45b;Iqsec1;Lgi3;Serpina3n;Hinfp;Nfasc;Adi1;Col5a3;Zyx;Alpl;Gnb5;Nf2;Pnpla2
Myog,Ifitm3;Lgals3bp;Rtp4;Mtch1;Rarg;Tinagl1;Arpc1b;Fam107a;Plod2;Aqp4;Etfb;Ece2;Arxes1;Fnbp1l;Sat1;Mylk;Tgm1;Fads3;1700025g04rik;Ednrb;Slc22a17;Mpz;Myo18a;Efhd1;Sirpa;Car14;Scd1;Synpo;Tsc22d4;Brd2;Paqr6;Kctd1;Irak3;Rhof;Tnfrsf1a;Erbin;Slc25a18;Carhsp1;Col4a2;Ndufs7;Tst;Kctd10;Plin4;Padi2;Anapc4;Rdh5;Fam92b;Slc25a5;Ctxn1;Slc22a4;Lrrc59;Lman2l;Sdc2;Gstt3;Sbsn;Pla2g7;Sbno2;Galr3;Mustn1;Asna1;Lrig1;Gse1;Tppp;Slc38a3;Ntsr2;Slc35a2;Hhatl;Tmem86a;Rpl41;Btbd17;Pcp4l1;Tnk2;Mlh3;Reep1;Nfasc;Nsg2;Bcl3;9530068e07rik;Alpl;Gnb5;Nf2;Slc25a34;Xaf1;Cdo1;Ypel3;Itm2c
Mzf1,Ywhae;Pigs;Steap3;Rarg;Tinagl1;Hr;Aqp4;Etfb;Larp1b;Nudt4;Ppp1r9b;Trim8;Mrpl41;Tgm1;Fads3;Endou;Fyco1;Ndst1;Samd14;9-sep;Ccnd2;Mdk;Snapc2;Adamts1;Adamtsl2;Capn5;Gbp5;Tle1;Cacna2d3;Kctd1;Rhof;Foxp4;Clip3;Dctd;Carhsp1;Adam15;Tst;Arhgef4;Serping1;Ezr;Sqstm1;Ppard;Rtn2;Ndufb10;Sdc2;Atl2;Zbtb42;Tns2;Akap2;Clec3b;Ablim2;Man2a2;Cnr1;Camk2n1;Cd14;Flnc;Ralgds;Pmm1;Pcp4l1;Tmem176b;Ptprd;Col1a1;Dbndd2;Myo1c;Ppp1r1a;Dlg5;Bcl3;Ppp1r1b;Zyx;Plekhm2;Calm3;Fxyd6;Calm1
Mzf1_1-4,Ywhae;Pigs;Rarg;Tinagl1;Arl6ip1;Ptprn;Frmpd1;Fam107a;Txndc16;Trim8;Mrpl41;Tgm1;Trim9;Samd14;Tmem147;Psd2;Mdk;Slc22a17;Dner;Adamtsl2;Flot1;Capn2;Tnr;Sirpa;Dusp4;Brd2;Tle1;Mamstr;Gpx3;Fbxo2;Commd10;Bgn;Kremen1;Kctd1;Gfra1;Rhof;Ampd3;Ddost;Fndc5;Ppp1r3g;Ptp4a2;Smo;Stim1;Ctdsp2;S100a6;Irf7;Rdh5;Pick1;Sqstm1;Fkbp5;Agpat5;Gria1;Slc22a4;Macf1;Tbc1d9b;Hlf;Lman2l;Lrp1;Cstf2t;Adcy2;Ak4;Tns2;Lmf1;Ldha;Btbd1;Mobp;Lrrc8a;Flnc;Gbp2;Ralgds;Slc35a2;Hhatl;Fus;Tmem176b;Stat3;Cidea;Dhrs1;Def8;Psmb8;Bst2;Tmem59;Dbndd2;Marcks;Myo1c;Clcf1;Bcl3;Maff;Plekhm2;Echdc3;Calm3;Fxyd6;Rnps1;Nf2;Ypel3
Nfe2,Aldh1l1;Ndufa13;Midn;Col16a1;8-mar;Eci1;Hr;Sox2;Tgm1;Retreg2;Capn2;Sirpa;Cavin1;Chid1;Tspyl2;Tle1;Tpm3;Mamstr;Prkcd;Ifrd1;Arid5a;Shisa5;Cacna2d3;Taldo1;Shisa9;Carhsp1;Map7d1;Cd109;Eef1a2;Erf;Anapc4;Cmpk2;Nupr1;Ezr;Sqstm1;Exd2;Tbc1d9b;Ak4;Slc5a3;Sel1l3;Sult1a1;Socs3;Nkain4;Btbd1;Rdh12;Galr3;Dhrs7b;Myo6;Bag1;Pnpo;Slc38a3;Zbtb16;Cidea;Col1a1;Marco;Mfhas1;Cxcl12;Bcl3;Alpl;Fxyd6;Rgl1;Sfxn5;Itm2c;Eif4g1;Rtp4;Pygb;Cdkn1a;Rarg;Tinagl1;Tecr;Prkag2;Hrct1;Slc7a10;Larp1b;Triobp;Trim9;9-sep;Eef2k;Mdk;Slc22a17;Adamtsl2;Anxa7;Tead3;Sun2;Slc13a3;Tpi1;Commd10;Amt;Bgn;Lsr;Osmr;Slc39a14;Tapbp;Ptp4a2;Gprc5b;Tmem9;Hap1;Angptl4;Itih5;Ddc;Ahnak;Lrp1;Slc43a3;Amigo2;Lcat;Adcy2;Tns2;Sbsn;Sertad3;Cnr1;Camk2n1;Tmem205;Ucp2;4-sep;Mgat3;Flnc;E2f5;Usp24;Slc35a2;Egln2;Mtx1;Smox;Mboat2;Dhrs1;Def8;Efr3b;Dbndd2;Clcf1;Fcgr2b;Slc25a34;Ramp1;Tpt1;Pnpla2
Nfia,Pigs;Rarg;Ccnh;Hr;Aqp4;Smg5;Ndst1;Laptm4a;9-sep;Tmsb4x;Capn2;Myo18a;Enpp2;Arl6ip4;Synpo;Slc39a1;Tpi1;Gpx1;Mbnl2;Tpm3;Prkcd;Bgn;Rhof;Dnm1;Tst;Eef1a2;Rhoj;Gpd1;Vamp1;Tmem9;Tagln3;Fkbp5;Lrrc59;Usp54;Gdpd2;Tns2;Pla2g7;Gnai2;Fam129b;Tm9sf3;Sult1a1;Socs3;Prdx2;Ablim2;Cnr1;Tceal3;Mustn1;Atoh8;4-sep;Hhatl;Tmem86a;Mtx1;Ephx2;Haghl;Eif2ak2;Eif1;Ppp1r1b;Chpt1;Sfxn1;Gnb5;Sycp3;Fcgr2b;Slc25a34;Ramp1;Eif4g3;Itm2c
Nfic,Steap3;Ndufa13;Arl6ip1;Ndufa11;Ccnh;Hjurp;Aqp4;Ifit1;Txndc16;Ifit3;Sox2;Ednrb;Mprip;Fth1;Capn5;Plce1;Hadh;Pamr1;Tgm2;Wls;Hmgn1;Tspyl2;Gbp5;Endog;Tle1;Paqr7;Mbnl2;Rsad2;Stard7;Fbxo2;Entpd6;Ifrd1;Cybb;Foxp4;Fndc5;Dctd;Carhsp1;Smo;Map7d1;Aplnr;Erp29;Sbds;Fkbp9;Nupr1;Ctxn1;Frem2;Astn1;Rtn2;Atp6v1a;Lrrc59;Ndufb10;Lman2l;Slc1a4;Ak4;Zc3hav1;Fbln5;Sult1a1;Arhgap21;Sbno2;Klc3;Ptdss1;Btbd1;Dhrs7b;Abl1;Tspan4;Pnpo;Camta1;Mcl1;Hhatl;Tmem86a;Pmm1;Cherp;Fbxo31;Col1a1;Cxcl10;Gjb2;Ehd3;Adi1;Lcn2;Fat3;Rgl1;Xaf1;Calm1;Bcl2l1;Rtp4;Rnf10;Cdkn1a;Synm;Tinagl1;Tnfaip6;Slc44a1;Hspb6;Ptprn;Ncan;Tecr;Dbi;Arhgap5;Atp5g1;Smg5;Rbm3;Dbp;Senp8;Flot1;Timp1;Cd34;Enoph1;Brd2;Slc13a3;Gpx1;Myoc;Pllp;Commd10;Ampd3;Gab2;Osmr;Ptgr2;Tnfrsf1a;Erbin;Gap43;Rcn2;Tmem33;Irf7;Plin4;Arhgef4;Rdh5;Hacd3;Tmem9;Cd302;Hap1;Slc25a5;Fjx1;Irf9;Kank1;Hdac2;Naxd;Lrp1;Kcna1;Tns2;Agpat1;Akap2;Gnai2;Tspan31;Asna1;Tmem205;Ucp2;Nrip3;Msx1;Gbp2;Slc35a2;Mtx1;Stat3;Mboat2;Sorbs1;Tmco1;Stxbp5l;Asxl1;Slc4a8;Nfasc;Dbndd2;Marcks;Znfx1;Polr3h;Sycp3;Cdo1;Ypel3;Tpt1
Nfkb1,Aldh1l1;Midn;Ahcyl1;Col16a1;Fam107a;Hr;Aqp4;Icam1;Golga4;Samd14;Kif5a;Adora1;Enpp2;Synpo;Junb;Gpr179;Hmgn1;Gbp5;Gabarapl1;Endog;Rsad2;Mamstr;Prkcd;Entpd6;Omg;Cacna2d3;Foxp4;Asrgl1;Fndc5;Dctd;Adam15;Eef1a2;Erf;Cmpk2;Nupr1;Fam92b;Ezr;Ctxn1;Sqstm1;Fkbp5;Gria1;Lman2l;Sult1a1;Prdx2;Sbno2;Klc3;Ptdss1;Rras;Btbd1;Mobp;Mustn1;Tspan6;Myo6;Bag1;Tspan4;Camta1;Tppp;Slc38a3;Pltp;Txndc5;Cadm3;Gadd45b;Vta1;Tnk2;Cidea;Nipsnap2;Cherp;Cxcl10;Cxcl12;P4ha1;Ppp1r1a;Stk25;Col5a3;Dlg5;Bcl3;Ppp1r1b;Lcn2;Alpl;Plekhm2;Amotl2;Gnb5;Nf2;Rgl1;Nit1;Eif4g3;Tmem9b;Fgfr1;Eif4g1;Rarg;Tinagl1;Kcnc3;Cltb;Prkag1;Dbi;Atp5g1;Ppp1r9b;Trim8;Mrpl41;Rbm3;Akap13;Glipr2;Adamtsl2;Nfkbiz;Flot1;Myo18a;Tead3;Tsc22d4;Brd2;Slc13a3;Atp6ap1;Pllp;Metrn;Kremen1;Irak3;Gfra1;Slc39a14;Tapbp;Slc25a18;Gprc5b;Irf1;Aspg;Irf7;Arhgef4;Rdh5;Ppp1r15a;Ddc;Lrp1;Kcna1;Adcy2;Sbsn;Hdac7;Fam129b;Drp2;Camk2n1;Fam120c;4-sep;Susd4;Spp1;Nrip3;Msx1;Usp24;Stat1;Tmem176b;Myo1c;Lrg1;Clcf1;Zyx;Tpt1;Rpl4;Slc35b2;Ndufa13;H2-k1;Ifit1;Ifit3;Ifit2;C4b;Fads3;Fads2;Ccnd2;Tmem147;Ednrb;Capn5;Car14;Arl6ip4;Plce1;Slc39a1;Cavin1;Il13ra1;Unc13a;Tspyl1;Stard7;Arid5a;Mia2;Crispld2;Aplnr;Padi2;Mxra7;H2-d1;Lxn;Zfp869;Sdc2;Lpar1;Gstt3;Slc1a4;Ak4;Coro1c;Socs3;Serpina3f;1110051m20rik;Gse1;Ndufv2;Slc14a2;Pmm1;Fus;Rasl10b;Mt1;Prrc2b;Etl4;Calr;Cuedc2;Ncan;Vldlr;Ece2;Slc7a10;Rlbp1;Sgce;Eef2k;Arl5c;Dbp;Tmsb4x;Dner;Efhd1;Dusp4;2210016f16rik;Ptgr2;Dnm1;Tnfrsf1a;Cldn10;Ptp4a2;Vamp1;Fjx1;Itih5;Cebpd;Amigo2;Atl2;Lcat;Capg;Tns2;Psmb10;Rida;S1pr1;Mtx1;Stat3;Sorbs1;Apln;Asxl1;Nfasc;Dbndd2;Spcs2;Marcks;9530068e07rik;Fcgr2b;Ramp1;Pnpla2
